CODIGO	CLAVE	PRECIO1	PRECIO2	COSTO	ULTIMO_COSTO	DESCRIPCION
01302252	TCC840TM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 08.2 MM. (8" CED. 40)
01302253	TCC140GRTM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 033.4 X 03.4 MM. GALV. ROSC.(1" CED. 40)
01302254	TCC21/240GRTM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 073.0 X 05.2 MM. GALV. ROSC. (2 1/2" CED. 40)
01302255	TCC240GRTM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 03.9 MM. GALV. ROSC. (2" CED. 40)
01302256	TCC1/240GRTM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 021.3 X 02.8 MM. GALV. ROSC. (1/2" CED. 40)
01302257	TCC3/440GRTM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 02.9 MM. GALV. ROSC. (3/4" CED. 40)
01302258	TCC1020TM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 06.3 MM. (10" CED. 20)
01302259	TSC180TM1	0.0000	0.0000	905.8300	0.0000	COD. ART. R03060005 TUBO DE ACERO AL CARBON SIN COSTURA ASTM A53 GR. A 033.4 X 04.6 MM. (1" CED. 80) ASTM A53 PARA USO ESTRUCTURAL
01620399	TCPVC2RD13.5BLZ10FT	0.0000	0.0000	172.2437	172.2437	TUBO DE CPVC RD 13.5 DE 2" 10FT H1350200CO1500
01302260	TSC1830	0.0000	0.0000	7085.3022	7085.3022	TUBO DE ACERO AL CARBON SIN COSTURA 457 X 11.1 MM. (18" CED. 30)
01302261	TCC18X1/4	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 457 X 0.250 MM. (18" X 1/4")
01302262	TSC240RA	0.0000	0.0000	270.4300	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 03.9 MM. RAN. (2" CED. 40)
01302263	TSC11/440RA	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 042.2 X 03.6 MM. RAN. (1 1/4" CED. 40)
01302264	TSC140RA	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 03.4 MM. RAN. (1" CED. 40)
01302265	TPVC1440	0.0000	0.0000	7231.3096	7231.3096	TUBO DE PVC DE 305 MM. DWV (14" CED. 40) 
01302266	TSC140RA	0.0000	0.0000	144.9500	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 03.4 MM. RAN. (1" CED. 40)
01302267	TSC11/440RA	0.0000	0.0000	182.2900	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 042.2 X 03.6 MM. RAN. (1 1/4" CED. 40)
01302268	TCC11/410AI316	0.0000	0.0000	0.0000	0.0000	TUBO A/INOX. C/COSTURA T-316 DE 42.2 X 2.08 MM. (1 1/4" CED. 10)
01302269	TCC60X9.5	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 1524 X 09.5 MM. (60" X 3/8")
01302270	TSC1/280CH	0.0000	0.0000	104.6432	106.3706	TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 03.7 MM. (1/2" CED. 80)
01302271	TSC2420E	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 610 X 09.5 MM. (24" CED. 20)
01620423	TPCS6S35	0.0000	0.0000	626.2200	626.2200	TUBO DE POLIETILENO CORRUGADO DE 150 MM. SANIT. SERIE 35 (6")
01302273	TSC11/440AI304	0.0000	0.0000	536.1389	536.1389	TUBO A/INOX. C/COSTURA T-304 DE 042.2 X 03.6 MM. (11/4" CED 40)
01302274	TCC60X9.5	0.0000	0.0000	23024.4306	25950.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 1524 X 9.5 MM. (60" X .375")
01302275	TSC2420PSL2E	0.0000	0.0000	18295.2200	12585.2791	TUBO DE ACERO AL CARBON SIN COSTURA 610 X 09.5 MM. PSL2 (24" CED. 20)
01302276	TCC11/240RA	0.0000	0.0000	146.3140	146.3140	TUBO DE A/C C/C DE 048.3 X 02.8 MM. RAN. (1 1/2" CED. 40)
01302277	TSC3/440CH	0.0000	0.0000	101.2175	101.2175	TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 02.9 MM. (3/4" CED. 40)
01302278	TSC11/440CH	0.0000	0.0000	143.3240	143.3240	TUBO DE ACERO AL CARBON SIN COSTURA 042.2 X 03.6 MM. (1 1/4" CED. 40)
01302279	TSC11/240CH	0.0000	0.0000	162.5553	162.5553	TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 03.7 MM. (1 1/2" CED. 40)
01302280	TSC11/280CH	0.0000	0.0000	217.0103	217.0103	TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 05.1 MM. (1 1/2" CED. 80)
01620434	TPVC11/240HIDTM	0.0000	0.0000	176.1600	176.1600	TUBO DE PVC DE 038 MM. HID. (11/2" CED. 40)
01620435	TPVC140HID	0.0000	0.0000	154.6682	154.6682	TUBO DE PVC DE 025 MM. HID. (1" CED. 40)
01620457	TCPVC3/4CTS	0.0000	0.0000	117.4250	117.4250	TUBO DE CPVC DE 019 MM. CTS (3/4")
01302283	TSC840TM	0.0000	0.0000	9453.5600	10259.2800	COD. ART. R01490001 TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 08.2 MM. (8" CED. 40)
01302284	TSC1280TM	0.0000	0.0000	33003.0300	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 17.5 MM. (12" CED. 80)
013602285	TSC12X9.5TM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 09.5 MM. (12" X 3/8")
01302285	TSC12X9.5TM	0.0000	0.0000	21908.8500	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 09.5 MM. (12" X 3/8")
01302281	TSC440TM	0.0000	0.0000	3726.0000	0.0000	COD.ART.R01130002 TUBO DE ACERO AL CARBON SIN COSTURA 114.3 X 06.0 MM. (4" CED. 40)
01302282	TSC680TM	0.0000	0.0000	10537.6500	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 11.0 MM. (6" CED. 80)
01302286	TSC2220	0.0000	0.0000	6357.3900	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 559 X 09.5 MM. (22" CED. 20)
01302287	TCC11/480TME	0.0000	0.0000	1004.3483	599.2526	COD. ART. R03070003 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 GR. A DE 1 1/4 DE DIAMETRO
01302288	TCC180TME	0.0000	0.0000	688.9218	440.3091	COD. ART. R03060004 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 GR. A DE 1" DE DIAMETRO
01302289	TCC3/480TME	0.0000	0.0000	298.7476	299.2105	COD. ART. R03050003 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 Gr. A DE 3/4" DE DIAMETRO
01302290	TCC11/480TME2	0.0000	0.0000	1067.3900	1152.0916	COD. ART. R03070001 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 GR. A DE 1 1/4 DE DIAMETRO
01302291	TCC180TME2	0.0000	0.0000	859.9500	0.0000	COD. ART. R03060001 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 GR. A DE 1" DE DIAMETRO
01610018	TCPVC21/2RD13.5BLZGF	0.0000	0.0000	749.6896	749.6896	TUBO DE CPVC RD 13.5 DE 2-1/2" H1350250CO1000
01302292	TCC820TM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 06.3 MM. (8" CED. 20)
01302293	TSC11/440TM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 6.3 X 03.6 MM. (1/4" CED. 40)
01302294	TCC1040TM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 09.3 MM. (10" CED. 40)
01620462	TPVC20040	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC CED-40 DE 200 MM.
01620463	TPVC10040	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC CED-40 DE 100 MM.
01402329	VCP4F794KIT	0.0000	0.0000	33646.3181	33646.3181	VALV. CONTROLADORA DE PRESION VICTAULIC FIGURA 794 DE 102 MM. BRID. (4") C/RANGO 2.9-11.6 PSI INC. TUBO CAPILAR V040794116
01302295	TCC3/480TME3	0.0000	0.0000	399.0100	617.7897	COD. ART. R03050001 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 Gr. A DE 3/4" DE DIAMETRO
01302296	TCC1860	0.0000	0.0000	10900.0000	10900.0000	TUBO DE ACERO AL CARBON CON COSTURA LONG API 5L Gr. B ESP. 0.750 (18" CED. 60)
01302297	TCC60X9.5TM	0.0000	0.0000	25550.3500	214751.8200	TUBO DE ACERO AL CARBON CON COSTURA DE 1524 X 9.5 MM. (60" X .375")
01620515	TCPVC2RD13.5BLZ10FT	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC RD 13.5 DE 2" 10FT H1350200CO1500
01620516	TCPVC21/2RD13.5BLZ10FT	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC RD 13.5 DE 21/2" 10FT H1350200CO1500
01620517	TCPVC3RD13.5BLZ10FT	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC RD 13.5 DE 3" 10FT H1350200CO1500
01620519	TCPVCRD13.5X25FG	0.0000	0.0000	238.9400	238.9400	TUBO DE CPVC FG RD 13.5 DE 025 MM.
01302298	TCC440AI316TM	0.0000	0.0000	20059.2400	20059.2399	COD. ART. R82110001 TUBO A/INOX. C/COSTURA T-316 DE 114.3 X 06.0 MM. (4" CED. 40)
01302299	TPVC1CONDUIVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC CONDUIT PESADO DE 013 MM. VERDE (1/2")
01302300	TPVC3/4CONDUIVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC CONDUIT PESADO DE 3MTS VERDE (3/4")
01302301	TPVC1CONDUIVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC CONDUIT PESADO DE 3MTS VERDE (1") 
01302302	TPVC11/4CONDUIVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC CONDUIT PESADO DE 3MTS VERDE (11/4")
01302303	TPVC11/2CONDUIVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC CONDUIT PESADO DE 3MTS VERDE (11/2")
01302304	TPVC2CONDUIVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC CONDUIT PESADO DE 3MTS VERDE (2")
01302305	TPVC21/2CONDUIVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC CONDUIT PESADO DE 3MTS VERDE (21/2")
01302306	TPVC280	0.0000	0.0000	356.8795	356.8795	TUBO DE PVC DE 051 MM. (2" CED. 80)
01302307	TPVC4CONDUIVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC CONDUIT PESADO DE 3MTS VERDE (4")
01302308	TPVC6CONDUIVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC CONDUIT PESADO DE 3MTS VERDE (6")
01620535	CP1/2TPVCP	0.0000	0.0000	0.0000	0.0000	COPLE PARA TUBO CONDUIT DE PVC PESADO VERDE DE 013 MM (1/2")
01620536	CP3/4TPVCP	0.0000	0.0000	0.0000	0.0000	COPLE PARA TUBO CONDUIT DE PVC PESADO VERDE DE 019 MM (3/4")
01620537	CP1TPVCP	0.0000	0.0000	0.0000	0.0000	COPLE PARA TUBO CONDUIT DE PVC PESADO VERDE DE 025 MM (1")
01620538	CP11/4TPVCP	0.0000	0.0000	0.0000	0.0000	COPLE PARA TUBO CONDUIT DE PVC PESADO VERDE DE 032 MM (11/4")
01620539	CP11/2TPVCP	0.0000	0.0000	0.0000	0.0000	COPLE PARA TUBO CONDUIT DE PVC PESADO VERDE DE 038 MM (11/2")
01620540	CP2TPVCP	0.0000	0.0000	0.0000	0.0000	COPLE PARA TUBO CONDUIT DE PVC PESADO VERDE DE 051 MM (2")
01620541	CP21/2TPVCP	0.0000	0.0000	0.0000	0.0000	COPLE PARA TUBO CONDUIT DE PVC PESADO VERDE DE 064 MM (21/2")
01302309	TCC3/440GL	0.0000	0.0000	84.7700	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 02.9 MM. GALV. LISO (3/4" CED. 40)
01620542	CP3TPVCP	0.0000	0.0000	0.0000	0.0000	COPLE PARA TUBO CONDUIT DE PVC PESADO VERDE DE 076 MM (3")
01620543	CP4TPVCP	0.0000	0.0000	0.0000	0.0000	COPLE PARA TUBO CONDUIT DE PVC PESADO VERDE DE 102 MM (4")
01302310	TSC340AI316	0.0000	0.0000	2559.1929	2559.1929	TUBO A/INOX. S/COSTURA T-316 DE 088.9 X 05.5 MM. (3" CED. 40)
01302312	TSC11/480TM	0.0000	0.0000	1138.8235	1336.0149	COD. ART. R03070001 TUBO DE ACERO AL CARBON SIN COSTURA 042.2 X 04.9 MM. (1 1/4" CED. 80)
01121175	ADA6MJ	0.0000	0.0000	1781.4306	1781.4306	ADAPTADOR PARA TUBO DE BRIDA X MJ DE 6"
01121178	ADA8MJ	0.0000	0.0000	2808.1872	2808.1872	ADAPTADOR PARA TUBO DE BRIDA X MJ DE 8"
01302313	TPVC140	0.0000	0.0000	175.4779	175.4779	TUBO DE PVC DE 025 MM. (1" CED. 40)
01302314	TPVC240	0.0000	0.0000	374.9526	374.9526	TUBO DE PVC DE 051 MM. (2" CED. 40)
01302315	TSC1/240CH1	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 02.8 MM. (1/2" CED. 40)
01620574	TPVC680	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC EXT. LISOS DE 6" CED. 80										
01620575	TPVC480	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC EXT. LISOS DE 4" CED. 80										
01302316	TCC130	0.0000	0.0000	0.0000	0.0000	TUBO MECANICO CON COSTURA DE 033.4 X 02.9 MM. (1" CED. 30)
01121190	AD4MJXB	0.0000	0.0000	1360.8907	1360.8907	ADAPTADOR PARA TUBO DE BRIDA X MJ DE 102 MM. (4")
01302317	TMO420	0.0000	0.0000	1574.0300	1574.0300	TUBO DE ACERO AL CARBON CED.20 DE 102MM (4" )
01302318	TSC440AI316TM	0.0000	0.0000	19329.6302	19117.8855	COD. ART. R97850001 TUBO A/INOX. S/COSTURA T-316 DE 114.3 X 06.0 MM. (4" CED. 40)
01302319	TPVC11/240	0.0000	0.0000	48.1634	48.1634	TUBO DE PVC DE 038 MM. (1 1/2" CED. 40)
01302320	TSC280TM	0.0000	0.0000	2532.7700	0.0000	COD. ART. R033710001 TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A 106 GR. B. DE 2" CED. 80
01302321	TCC440GRTM	0.0000	0.0000	5218.5715	5218.5715	TUBO DE ACERO AL CARBON CON COSTURA CED.40 DE 102MM GALV. ROSC.(4" CED.40)
01302322	TCC340GRTM	0.0000	0.0000	3906.8800	3906.8800	TUBO DE ACERO AL CARBON CON COSTURA CED.40 DE 075MM GALV. ROSC.(3" CED.40)
01302323	TCC21/240GRTM	0.0000	0.0000	2723.1700	0.0000	TUBO DE ACERO AL CARBON CON COSTURA CED.40 DE 064MM GALV. ROSC.(21/2" CED.40)
01302324	TCC240GRTM	0.0000	0.0000	1586.5600	1879.6159	TUBO DE ACERO AL CARBON CON COSTURA CED.40 DE 051MM GALV. ROSC.(2" CED.40)
01302325	TCC11/240GRTM	0.0000	0.0000	1402.5600	0.0000	TUBO DE ACERO AL CARBON CON COSTURA CED.40 DE 038MM GALV. ROSC.(11/2" CED.40)
01302326	TCC11/440GRTM	0.0000	0.0000	1168.1919	1168.1919	TUBO DE ACERO AL CARBON CON COSTURA CED.40 DE 032MM GALV. ROSC.(11/4" CED.40)
01302327	TCC140GRTM	0.0000	0.0000	858.0500	0.0000	TUBO DE ACERO AL CARBON CON COSTURA CED.40 DE 025MM GALV. ROSC.(1" CED.40)
01302328	TCC1/210AI304	0.0000	0.0000	0.0000	0.0000	TUBO A/INOX. C/COSTURA T-304 DE 021.3 X 02.1 MM. (1/2" CED. 10)
01302329	TCC180R	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 033.4 X 04.6 MM. ROSCADO (1" CED. 80)
01302330	TCC280R	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 05.5 MM. ROSCADO (2" CED. 80)
01302331	TCC11/280R	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 048.3 X 05.1 MM. ROSCADO (1 1/2" CED. 80)
01302332	TCC11/480R	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 042.2 X 04.85 MM. ROSCADO (1 1/4 CED. 80)
01302333	TCC1010AI304	0.0000	0.0000	4160.7228	4160.7228	TUBO A/INOX. C/COSTURA T-304 DE 273.1 X 04.2 MM. (10" CED. 10)
01302334	TCC11/410E	0.0000	0.0000	71.8807	71.8807	TUBO DE A/C C/C DE 042.2 X 02.8 MM. LISO (1 1/4" CED. 10) 
01302335	TCC610E	0.0000	0.0000	723.4400	0.0000	TUBO DE A/C C/C DE 168.3 X 03.4 MM. LISO (6" CED. 10) SPS
01302336	TCC11/440TMNC	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 042.2 X 03.6 MM. (1 1/4" CED. 40)
01302337	TCC11/480TMNC	0.0000	0.0000	1289.3400	1289.3400	TUBO DE ACERO AL CARBON CON COSTURA DE 042.2 X 04.85 MM. (1 1/4 CED. 80)
01302338	TCC3DFNC	0.0000	0.0000	117.9800	117.9800	TUBO DE A/C C/C DE 088.9 MM. CED. 7 LISO (3") SPS
01302340	TCC410RANC	0.0000	0.0000	419.1633	419.1633	TUBO DE A/C C/C DE 114.3 X 03.0 MM. RAN. (4" CED. 10)
01302341	TCC21/210RANC	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 073.0 X 03.0 MM. RAN. (2 1/2" CED. 10)
01302342	TCC310RANC	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 088.9 X 03.0 MM. RAN. (3" CED. 10)
01302343	TCC3/480NC	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 03.9 MM. (3/4" CED. 80)
01302344	TCC240NC	0.0000	0.0000	228.0085	228.0085	TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 03.9 MM. (2" CED. 40)
01302345	TCC340NC	0.0000	0.0000	420.7800	420.7800	TUBO DE ACERO AL CARBON CON COSTURA DE 088.9 X 05.5 MM. (3" CED. 40)
01302346	TCC610RJARATMNC	0.0000	0.0000	5055.2692	5042.4480	TUBO DE A/C C/C DE 168.3 X 03.4 MM. ROJA RAN. (6" CED. 10)
01302347	TCC210ENC	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 060.3 X 02.8 MM. ROJA RAN (2" CED. 10)
01121239	CP3F905	0.0000	0.0000	0.0000	0.0000	COPLE PARA TUBO DE HDPE VICTAULIC FIGURA 905 DE 076 MM. (3")
01302348	TSC11/4X9.7TME	0.0000	0.0000	12153.7947	12213.3933	COD. ART. R93940001 TUBO DE ACERO AL CARBON SIN COSTURA CED. XXS A-106 GR. B 042.2 X 09.7 MM. (1 1/4" CED. XXS)
01302349	TCC1020RA	0.0000	0.0000	1478.0000	1478.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 06.3 MM. RANURADO (10" CED. 20)
01302350	TCC1220RA	0.0000	0.0000	1945.7261	1758.6200	TUBO DE ACERO AL CARBON CON COSTURA DE 324 X 06.3 MM. RANURADO (12" CED. 20)
01620618	TCPVC1/280CORZAN	0.0000	0.0000	284.4600	284.4600	TUBO DE CPVC CORZAN DE 013 MM.  (1/2" CED. 80)
01620619	TCPVC3/480CORZAN	0.0000	0.0000	386.7800	386.7800	TUBO DE CPVC CORZAN DE 019 MM. (3/4" CED. 80)
01620620	TCPVC180CORZAN	0.0000	0.0000	569.7700	569.7700	TUBO DE CPVC CORZAN DE 025 MM. (1" CED. 80)
01620621	TCPVC11/480CORZAN	0.0000	0.0000	786.2700	786.2700	TUBO DE CPVC CORZAN DE 032 MM. (1 1/4" CED. 80)
01620622	TCPVC11/280CORZAN	0.0000	0.0000	952.9900	952.9900	TUBO DE CPVC CORZAN DE 038 MM. (1 1/2" CED. 80)
01620623	TCPVC280CORZAN	0.0000	0.0000	2090.3244	2090.3244	TUBO DE CPVC CORZAN DE 051 MM. (2" CED. 80)
01620625	TPVC1080	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC DE 254 MM. (10" CED. 80)
01302351	TCC28X9.5	0.0000	0.0000	11031.7065	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 711 X 09.5 MM. (28" X 3/8")
01620627	TPVC3HID	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC HID. CED. 40 DE 076MM.  (3")
0162040	TPVC80	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC DE 203 MM. (8" CED. 80)
01620640	TPVC880	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC DE 203 MM. (8" CED. 80)
01302352	TSC31/280TM	0.0000	0.0000	4525.8900	0.0000	COD. ART. R03120003 TUBO DE ACERO AL CARBON SIN COSTURA 101.6 X 08.1 MM. (3 1/2" CED. 80)
01302353	TSC180CHTM	0.0000	0.0000	853.9788	0.0000	COD. ART. R03060001 TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 04.6 MM. (1" CED. 80)
01302354	TSC3/480CHTM	0.0000	0.0000	631.2640	792.9520	COD.ART.R03050001 TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 03.9 MM. (3/4" CED. 80)
01302355	TSC5120TM	0.0000	0.0000	8199.2173	0.0000	COD. ART. R96010006 TUBO DE ACERO AL CARBON SIN COSTURA ASTM A-53 GR. B DE 5" CED. 120.
01620694	TCPVC1X6.10CTS	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC  CTS  DE 025 MM.  (1" X 6.10)
01620695	TCPVC11/4X6.10CTS	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC  CTS  DE 025 MM.  (11/4" X 6.10 )
01620696	TCPVC11/2X6.10CTS	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC  CTS  DE 025 MM.  (11/2" X 6.10 )
01620697	TCPVC2CTS	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC DE 025 MM. CTS (2")
01620710	TPPR63PN16GFTM	0.0000	0.0000	0.0000	0.0000	TUBO PPR VERDE PN16 D063 2" GFHAKAN 4002006304521
01302356	TC3/4L	0.0000	0.0000	0.0000	0.0000	TUBO DE COBRE  DE 019 MM. TIPO L (3/4")
01620711	TCPVC2FG	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC FLOWGUARD DE 051 MM.  (2" CED.80)
01620712	TCPVC3/480FG	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC FLOWGUARD DE 019 MM.  (3/4" CED.80)
01620713	TPVC3/480	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC  DE 019 MM.  (3/4" CED.80)
01620714	TCPVC1/280FG	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC FLOWGUARD DE 013 MM.  (1/2" CED.80)
01620715	TPVC1/280	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC DE 013 MM.  (1/2" CED.80)
01620716	TPVC11/480	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC  DE 032 MM.  (1 1/4" CED.80)
01620717	TCPVC11/480FG	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC FLOWGUARD DE 032 MM.  (1 1/4" CED.80)
01620718	TPVC11/440	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC  DE 032 MM.  (1 1/4" CED.40)
01510697	NISC8X2480	0.0000	0.0000	2570.1500	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 12.7 MM. (8" CED. 80)
01510709	CT6"TP/2"CED.XXS	0.0000	0.0000	0.0000	0.0000	CORTE EN 6" P/TUBO DE 2" CED.XXS S/COSTURA
01510710	CT6"TP/6"CED.160	0.0000	0.0000	0.0000	0.0000	CORTE EN 6" P/TUBO DE 6" CED.160 S/COSTURA
01510711	CT6"TP/6"CED.120	0.0000	0.0000	0.0000	0.0000	CORTE EN 6" P/TUBO DE 6" CED.120 S/COSTURA
01620757	TPVC3SC	0.0000	0.0000	136.3800	136.3800	TUBO DE PVC DE 075 MM. SAN. CEM.  (3")
01620758	TPVC16ALCS25	0.0000	0.0000	3143.5800	3143.5800	TUBO ALCANTARILLADO SIST. METRICO SERIE 25 C/CAMP. DE 400 MM (16")
01620764	TPVC1/2CTS	0.0000	0.0000	67.8930	67.8930	TUBO DE CPVC DE 013 MM. CTS (1/2")
01302357	TSC1660	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 406.4 X 16.6 MM. (16" CED. 60)
01302358	TCC640ULFM	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON C/ COSTURA DE  (6" CED.40) UL FM
01302359	TPVC240HID	0.0000	0.0000	187.8600	187.8600	TUBO DE PVC DE 051 MM. HID. (2" CED. 40)
01302360	TPVC3/440HID	0.0000	0.0000	76.3200	76.3200	TUBO DE PVC DE 064 MM. HID. (2 1/2" CED. 40)
01302361	TPVC21/240HID	0.0000	0.0000	381.0600	381.0600	TUBO DE PVC DE 064 MM. HID. (2 1/2" CED.40)
01302362	TPVC05040HID	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC HID.CED-40 DE 050 MM.
01302363	TSC640TM	0.0000	0.0000	6330.5000	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 07.1 MM. (6" CED 40)
01302364	THDPE2RD7.3	0.0000	0.0000	107.7489	107.7489	TUBO DE HDPE DE 051 MM. RD 7.3 (2")
01302365	TCC30X9.5	0.0000	0.0000	9077.0000	9077.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 762 X 9.5 MM. (30" CED STD)
01302366	TCC1010RARJA	0.0000	0.0000	8083.9710	8083.9710	TUBO DE A/C C/C DE 273.1 X 04.70 MM. ROJA RAN. (10 CED. 10) UL FM
01302367	TCC1040RA	0.0000	0.0000	2070.6700	2070.6700	TUBO DE A/C C/C DE 273.1 X 9.27 MM. ROJA RAN. (10 CED. 40) 
01302339	TCC21/2DFRANC	0.0000	0.0000	75.1100	75.1100	TUBO DE A/C C/C DE 073.0 MM. CED. 7 RAN. (2 1/2") DF
01302368	TSC3/4160CH	15.4600	0.0000	162.1317	162.1317	TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 05.6 MM. (3/4" CED.160)
01620792	TPVC340HID	0.0000	0.0000	456.0000	456.0000	TUBO DE PVC DE 075 MM. HID. (3" CED. 40)
01302369	TCC36X9.5	0.0000	0.0000	11053.0000	11053.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 36"x.375"
